010000070;010500070
010000200;010500200
010000471;010500471
010000472;010500472
010000651;010500651
010000652;010500652
010000821;010500821
010000822;010500822
010000851;010500851
010000852;010500852
010005131;010505131
010005132;010505132
010005133;010505133
010005134;010505134
010005811;010505811
010005812;010505812
010006111;010506111
010006112;010506112
010006300;010506300
010006310;010506310
010006320;010506320
010006400;010506400
010006410;010506410
010006440;010506440
010006450;010506450
010006500;010506500
010007174;010507174
010007174;068207174
010007174;068307174
010007830;010507830
010007871;010507871
010007872;010507872
010007881;010507881
010007882;010507882
010008305;010508305
010008500;010508500
010008500;796908500
010205131;010405131
010205132;010405132
010205496;010405496
010205497;010405497
010207172;079507172
010506330;010806330
010507171;010007171
010507171;068207171
010507171;068307171
010602070;083402070
010606300;016706300
010606300;067106300
010606310;016706310
010606310;067106310
010606320;016706320
010606320;067106320
010606340;016706340
010606340;067106340
010607871;083407871
010607872;083407872
010609200;016709200
010609200;025609200
010609200;027009200
010609200;067109200
010609200;071609200
010609200;083409200
010609200;628009200
010700220;073600220
010700220;074900220
010706400;073006400
010706541;074906541
010706542;074906542
010706551;074906551
010706552;074906552
010706561;074906561
010706562;074906562
010706571;074906571
010706572;074906572
010805490;034805490
010806300;029306300
010807171;018207171
010807171;020407171
010807171;033907171
010807171;034807171
010807171;796007171
010807172;017507172
010807172;018207172
010807861;017507861
010807861;033107861
010807861;033907861
010807861;034807861
010807861;068207861
010807861;068307861
010807862;017507862
010807862;033107862
010807862;033907862
010807862;034807862
010807862;068207862
010807862;068307862
010807871;017507871
010807871;033107871
010807871;033907871
010807871;034807871
010807871;068207871
010807871;068307871
010807872;017507872
010807872;033107872
010807872;033907872
010807872;034807872
010807872;068207872
010807872;068307872
010807881;017507881
010807881;033107881
010807881;033907881
010807881;034807881
010807881;068207881
010807881;068307881
010807882;017507882
010807882;033107882
010807882;033907882
010807882;034807882
010807882;068207882
010807882;068307882
010807891;017507891
010807891;033107891
010807891;033907891
010807891;034807891
010807891;068207891
010807891;068307891
010807892;017507892
010807892;033107892
010807892;033907892
010807892;034807892
010807892;068207892
010807892;068307892
010900830;011300830
010900830;069300830
010900851;011300851
010900852;011300852
010900910;069300910
010900910;070300910
010901681;011301681
010901682;011301682
010901691;011301691
010901692;011301692
010903840;011303840
010903850;011303850
010905000;011305000
010905000;013505000
010905000;017305000
010905000;017405000
010905000;023905000
010905000;028505000
010905000;036705000
010905000;045205000
010905000;046305000
010905000;046405000
010905000;057805000
010905000;067205000
010905000;070305000
010905000;072305000
010905000;074105000
010905000;074305000
010905000;081605000
010905000;083505000
010905000;084805000
010905000;085105000
010905000;086705000
010905000;091905000
010905000;220005000
010905000;405005000
010905000;668005000
010905121;016905121
010905121;023905121
010905121;067205121
010905121;069305121
010905121;084805121
010905122;016905122
010905122;023905122
010905122;067205122
010905122;069305122
010905122;084805122
010905600;010705600
010905600;013505600
010905600;017305600
010905600;017405600
010905600;028505600
010905600;034605600
010905600;045205600
010905600;046405600
010905600;057805600
010905600;067205600
010905600;067305600
010905600;069205600
010905600;069305600
010905600;072305600
010905600;073605600
010905600;074905600
010905600;084805600
010905600;091905600
010905840;011305840
010905896;011305896
010905897;011305897
010906170;011306170
010906170;026806170
010906170;034706170
010906180;011306180
010906180;026806180
010906180;034706180
010906310;011306310
010906310;069306310
010906320;011306320
010906320;015006320
010906320;036706320
010906320;069306320
010906320;070306320
010906320;081906320
010906320;220006320
010906320;675506320
010906330;011306330
010906330;675506330
010906360;069306360
010906370;011306370
010906370;036706370
010906370;069306370
010906370;070306370
010906380;069306380
010906410;011306410
010906410;069306410
010906410;675506410
010906460;011306460
010906460;070306460
010906470;069306470
010906470;070306470
010906480;011306480
010906480;069306480
010906500;011306500
010906500;675506500
010906541;011306541
010906542;011306542
010906551;011306551
010906552;011306552
010906561;011306561
010906562;011306562
010906571;011306571
010906572;011306572
010907031;011307031
010907032;011307032
010907041;011307041
010907042;011307042
010907051;011307051
010907052;011307052
010907061;011307061
010907062;011307062
010907071;011307071
010907072;011307072
010907172;011307172
010907200;011307200
010907230;011307230
010907841;011307841
010907841;017307841
010907841;017407841
010907841;036707841
010907841;045207841
010907841;046407841
010907841;057807841
010907841;067207841
010907841;067307841
010907841;220007841
010907842;011307842
010907842;017307842
010907842;017407842
010907842;036707842
010907842;045207842
010907842;046407842
010907842;057807842
010907842;067207842
010907842;067307842
010907842;220007842
010907851;011307851
010907851;013507851
010907851;017307851
010907851;017407851
010907851;023907851
010907851;028507851
010907851;036707851
010907851;045207851
010907851;046407851
010907851;057807851
010907851;067207851
010907851;067307851
010907851;072307851
010907851;074107851
010907851;074307851
010907851;081607851
010907851;081907851
010907851;083507851
010907851;084807851
010907851;085107851
010907851;086707851
010907851;091907851
010907851;220007851
010907851;405007851
010907852;011307852
010907852;013507852
010907852;017307852
010907852;017407852
010907852;023907852
010907852;028507852
010907852;036707852
010907852;045207852
010907852;046407852
010907852;057807852
010907852;067207852
010907852;067307852
010907852;072307852
010907852;074107852
010907852;074307852
010907852;081607852
010907852;081907852
010907852;083507852
010907852;084807852
010907852;085107852
010907852;086707852
010907852;091907852
010907852;220007852
010907852;405007852
010907861;011307861
010907861;013507861
010907861;017307861
010907861;017407861
010907861;023907861
010907861;028507861
010907861;036707861
010907861;045207861
010907861;046407861
010907861;057807861
010907861;067207861
010907861;067307861
010907861;072307861
010907861;074107861
010907861;074307861
010907861;081607861
010907861;081907861
010907861;083507861
010907861;084807861
010907861;085107861
010907861;086707861
010907861;091907861
010907861;220007861
010907861;405007861
010907862;011307862
010907862;013507862
010907862;017307862
010907862;017407862
010907862;023907862
010907862;028507862
010907862;036707862
010907862;045207862
