048806571;1
879103380;1
424306385;1
157103845;1
302006551;1
150003850;1
018705816;0
830107481;1
021707871;1
034706142;1
041800661;1
067108500;1
201307621;1
527204802;1
825108405;1
038604282;1
236007862;1
047005894;0
052006542;1
430600070;1
613000070;1
020606557;1
892205817;1
042205496;0
222007612;1
294107846;1
132000230;1
721207502;1
032407072;1
078007860;1
076705823;1
198107830;1
063105500;1
066008400;0
076303370;1
013807611;1
038206541;0
017900830;1
020907621;1
532000869;1
028707501;1
750001432;0
033606370;1
045006400;1
060005490;1
638005110;1
696503992;1
528404020;1
043405387;0
299000651;1
074600070;1
879103951;1
017007484;0
045000862;1
536104030;1
539103370;1
052000822;1
010705134;0
018607052;0
045906455;1
430004800;1
637008281;1
021903640;1
057207612;1
030907503;1
043406450;1
078206141;1
128108810;1
365003840;1
540100831;1
029503615;1
029607032;1
550006300;1
036807871;1
038200852;1
535005012;1
031604022;1
037704281;1
150304289;1
022503840;1
056406500;1
500004287;1
033103390;1
047104027;1
032904010;1
014005896;1
032605610;0
049207482;1
368109200;1
377104271;1
037603991;1
080104632;1
086700892;1
057105131;1
086504807;1
069106052;1
127206220;1
241007212;1
577106440;0
798007701;1
529900651;1
025107841;1
420004823;1
723007611;1
747000840;1
048306500;1
043508200;1
060405110;1
297105492;1
892109200;1
058600822;0
015008300;1
017805112;0
065500220;1
023507051;1
038508460;1
038906142;1
083907861;1
538006200;1
036207072;1
296007502;1
323004280;1
011305813;1
018203375;1
059107171;1
073007230;1
526306300;1
826101495;1
878207711;1
892307583;1
424105811;0
128005821;1
097308288;1
060800822;1
196107871;1
625105521;1
027607501;1
527000822;1
240004020;1
022507242;1
651108305;1
025404740;1
042807056;1
061308400;0
324005000;1
088302070;1
426005114;1
405006300;1
771200652;1
044106142;1
026707840;1
069904801;0
160107218;1
770308302;1
042501681;1
557005812;1
050904800;1
080807871;1
549207482;1
638007827;1
528406385;1
093307611;1
065304304;1
051407130;1
773103850;1
055505497;1
587707081;1
086107481;1
052107830;1
038507177;1
081008282;1
102006400;1
128107701;1
528208500;1
635005112;1
724107841;1
610005826;1
049505121;1
235004812;1
885003850;1
034807611;1
071705811;1
076008500;1
600106320;1
077808500;1
320104802;1
317107504;1
038705128;1
010707842;1
600500821;1
690407212;0
698103840;1
836006400;1
053905894;1
039400070;1
669000070;1
065503991;1
506006310;1
341103952;1
011808405;1
046405600;1
048005812;1
065308450;0
320208282;1
861005111;1
077008500;1
033503640;1
038207220;0
197007702;1
603007731;1
324100652;0
178905491;1
746107862;1
031907502;1
059705000;0
150100891;1
751007231;1
048806371;1
015008455;0
059307872;1
080305132;1
198107712;0
671106300;1
010807842;1
625203995;1
063306502;1
668003370;1
011306142;1
027100651;1
084806310;1
601000220;1
883005112;1
052007052;1
826200810;1
132100830;1
030703375;1
013106410;1
052006572;1
069306380;1
530007706;1
637003949;1
885106490;1
030106500;1
058904280;1
039905111;0
294105492;1
069907601;1
325107052;1
555004550;1
721006430;1
376005132;1
157805111;1
341304283;1
086906310;1
014406050;1
024603954;1
527606101;1
220008281;1
089507481;1
021705811;1
023004550;1
235007000;1
050906541;1
025606270;1
721009250;1
205104260;1
024707150;1
071307872;1
080308287;1
390107612;1
829005110;1
028904282;1
028404311;1
549205137;1
557000651;1
221204301;1
018907501;1
023500075;1
081006440;1
166000210;0
536209290;1
665006400;1
019000471;1
085707047;1
021006440;1
460004811;1
201207481;1
527306500;1
025205111;1
889005132;1
052601494;1
129008400;1
010806582;1
059007072;1
890105841;0
195106410;1
010000852;1
060900651;0
036105812;1
832000070;1
017903840;1
036907582;1
062008470;0
068608400;1
875007484;1
081003390;1
047907482;1
018506380;0
070705816;1
133206400;0
154403835;1
536203390;1
667100821;1
820006370;1
040000822;1
075500831;1
539003615;1
795004900;1
048805282;1
013706310;1
221207616;1
036707401;1
023007593;0
527404540;1
059707840;1
315205153;1
013706552;1
296003610;1
636004310;1
670005115;1
022507044;0
049004010;0
528100830;1
021909200;1
055803635;1
